iter	RMSE
0	0.2849123601
1	0.2699356117
2	0.2563419992
3	0.2432131607
4	0.231000458
5	0.2195881181
6	0.209581108
7	0.1995147332
8	0.1904934541
9	0.181673656
10	0.1735934693
11	0.1667328407
12	0.1595949854
13	0.1529385447
14	0.1471593944
15	0.1416952354
16	0.1363238811
17	0.1315703235
18	0.1269880184
19	0.1225971508
20	0.1185026022
21	0.1148068879
22	0.1116132654
23	0.1084132721
24	0.1053859561
25	0.1027635338
26	0.1003822246
27	0.09811988188
28	0.09614764296
29	0.09408761577
30	0.09218451392
31	0.09056402366
32	0.08895536065
33	0.0874227547
34	0.08598283991
35	0.0847870675
36	0.0835253003
37	0.08233658976
38	0.0811960321
39	0.08022898772
40	0.0793561021
41	0.07841162171
42	0.07758049556
43	0.0767461218
44	0.07633979761
45	0.0756026764
46	0.07517284453
47	0.07451144058
48	0.07381930575
49	0.07341532088
50	0.07302212341
51	0.07263946981
52	0.0722671239
53	0.07190429829
54	0.07132850575
55	0.0707314411
56	0.07038293466
57	0.07004391861
58	0.06953257938
59	0.06923254892
60	0.0687080832
61	0.06839413504
62	0.06809255535
63	0.067794445
64	0.06728522162
65	0.06682886881
66	0.0665433523
67	0.06626579227
68	0.06600494233
69	0.065741284
70	0.06548276402
71	0.0652309531
72	0.06499422483
73	0.06454372843
74	0.06431169866
75	0.06408578031
76	0.06385582111
77	0.06346617117
78	0.06324473788
79	0.06303286566
80	0.06263601945
81	0.06242335694
82	0.062219987
83	0.06201389238
84	0.06163155012
85	0.06142897733
86	0.06123663262
87	0.06104406846
88	0.06072504431
89	0.06053193269
90	0.06034345541
91	0.06015514292
92	0.05997264897
93	0.05966873864
94	0.05948860914
95	0.05931352693
96	0.05900018038
97	0.05882681926
98	0.05865679425
99	0.05848899857
100	0.05833115717
101	0.05804621329
102	0.05788108456
103	0.05772032294
104	0.05756037756
105	0.05740516641
106	0.0571797841
107	0.05702756139
108	0.05687330883
109	0.05672330415
110	0.0565767235
111	0.05643149813
112	0.05629258836
113	0.05614985277
114	0.05601171122
115	0.05587842818
116	0.0556886755
117	0.05540118786
118	0.05526489226
119	0.05513338553
120	0.05500306537
121	0.05487443897
122	0.05474774868
123	0.05462221612
124	0.05449936846
125	0.05437776887
126	0.05417888812
127	0.05405703282
128	0.05393800053
129	0.05382049098
130	0.05370291578
131	0.05358880978
132	0.05347757739
133	0.05336944035
134	0.05311144545
135	0.05300032875
136	0.05289275955
137	0.05278358206
138	0.05267430851
139	0.05256899708
140	0.05246396404
141	0.05222735563
142	0.0521226959
143	0.0520184046
144	0.05191707904
145	0.05181658322
146	0.05171702946
147	0.05161670626
148	0.05151726419
149	0.05132340408
150	0.05105255467
151	0.05095335426
152	0.05085673507
153	0.05076070993
154	0.05066465876
155	0.05057126336
156	0.05047861389
157	0.05038796533
158	0.05029541876
159	0.05020346937
160	0.05006872343
161	0.04997961726
162	0.04989023969
163	0.04980168568
164	0.04959656939
165	0.04950831755
166	0.04942053291
167	0.04933425776
168	0.04924812068
169	0.04916374778
170	0.0490795294
171	0.04899712818
172	0.04891407012
173	0.04883210325
174	0.0487511589
175	0.04867127736
176	0.04859240599
177	0.04850481076
178	0.04842762513
179	0.04835029747
180	0.04822956086
181	0.04815270288
182	0.04807595454
183	0.04800027083
184	0.04792569539
185	0.04785145964
186	0.04777064779
187	0.04769791503
188	0.04761268735
189	0.04753988604
190	0.04746834553
191	0.04728442104
192	0.04721343884
193	0.0471423394
194	0.04707217702
195	0.04700252486
196	0.0469336255
197	0.04686478675
198	0.0467968092
199	0.04672931106
200	0.04666190141
201	0.04659559635
202	0.04652957216
203	0.04646380729
204	0.04629222198
205	0.04622697209
206	0.04616215714
207	0.04609792381
208	0.04603396421
209	0.04597058182
210	0.04590146732
211	0.04583875673
212	0.04573358994
213	0.04567124487
214	0.04560934098
215	0.04554781817
216	0.04548668539
217	0.04542584414
218	0.04536530564
219	0.04530537011
220	0.04524578756
221	0.04518638483
222	0.04511988303
223	0.04506091604
224	0.04500250095
225	0.04493862496
226	0.04480971518
227	0.04475164182
228	0.04469380546
229	0.04463637383
230	0.0445794159
231	0.04452274409
232	0.04446631304
233	0.04441014866
234	0.0443545304
235	0.04429921243
236	0.04424411836
237	0.04418926445
238	0.04413467836
239	0.04398692232
240	0.04393261399
241	0.04387859724
242	0.04382477466
243	0.04377117701
244	0.04371780881
245	0.04366482608
246	0.04361217677
247	0.04355971683
248	0.04350745895
249	0.04345540447
250	0.04340359937
251	0.0433470219
252	0.04321944751
253	0.04316800662
254	0.04311668975
255	0.04306556858
256	0.04301465349
257	0.04296398353
258	0.04291366032
259	0.04286353747
260	0.0428135457
261	0.04276371373
262	0.0427140765
263	0.0426646794
264	0.04261562137
265	0.04256675972
266	0.04251802689
267	0.0424694508
268	0.0424210672
269	0.0423729157
270	0.04232509719
271	0.04227275104
272	0.04221419498
273	0.04216665284
274	0.04211927363
275	0.04207207991
276	0.04202513821
277	0.04185136721
278	0.0418045499
279	0.04175788837
280	0.04171135037
281	0.04166497237
282	0.04161877647
283	0.04156820374
284	0.04152239643
285	0.04147682151
286	0.0414313764
287	0.04138605787
288	0.04134093717
289	0.04129596476
290	0.04125121364
291	0.04120673766
292	0.04116240015
293	0.04107941775
294	0.04103073826
295	0.04098655125
296	0.04094253926
297	0.04089870349
298	0.04085512662
299	0.04081174677
300	0.04076849017
301	0.04068447773
302	0.04064129141
303	0.04059827833
304	0.0405554283
305	0.04051281903
306	0.04047042825
307	0.04042816
308	0.04038598318
309	0.04034398439
310	0.04030212304
311	0.04026045959
312	0.04021906791
313	0.0401668073
314	0.04012555822
315	0.04008439735
316	0.04004339045
317	0.03999847994
318	0.03995776032
319	0.03991728327
320	0.0398769913
321	0.03982622424
322	0.03978603863
323	0.03974597226
324	0.03970606885
325	0.03962747938
326	0.03958764887
327	0.0395480441
328	0.03950476096
329	0.03946545346
330	0.03942623127
331	0.03938715704
332	0.03934822802
333	0.03930947515
334	0.03921636235
335	0.03917775065
336	0.03913929995
337	0.03910094985
338	0.0390627038
339	0.03902461856
340	0.03898294081
341	0.03894514734
342	0.03890759013
343	0.0388701549
344	0.03883281183
345	0.03879559286
346	0.03874780529
347	0.03871073911
348	0.038673851
349	0.03863720656
350	0.03860069025
351	0.03845088533
352	0.03841072314
353	0.03837422471
354	0.03833788075
355	0.03830167158
356	0.03826565332
357	0.03822984803
358	0.03819415788
359	0.0381585475
360	0.03812307355
361	0.03808773362
362	0.0380525557
363	0.0380141304
364	0.03797928833
365	0.03794454594
366	0.03790988926
367	0.03787538868
368	0.03784100773
369	0.03780680195
370	0.03777281219
371	0.03769655647
372	0.03766260596
373	0.0376287413
374	0.03759499116
375	0.03755805763
376	0.03752455114
377	0.03749123828
378	0.0374581015
379	0.03742506624
380	0.03738134331
381	0.03734839934
382	0.03731559711
383	0.03728291872
384	0.03725041487
385	0.03721493976
386	0.03718271008
387	0.03715056302
388	0.03710812793
389	0.03707611764
390	0.03688868099
391	0.03685661116
392	0.03682470056
393	0.03679300106
394	0.03676141259
395	0.03672990888
396	0.03669850576
397	0.03666723282
398	0.03663609203
399	0.0366020201
400	0.03657119378
401	0.03654046938
402	0.0365098189
403	0.03647928631
404	0.03644885998
405	0.03641856289
406	0.03638844731
407	0.03635847257
408	0.03632858632
409	0.03629584284
410	0.03626614135
411	0.03623652712
412	0.03620705413
413	0.03617776458
414	0.03600176838
415	0.03597245156
416	0.0359432165
417	0.03591407026
418	0.03588504678
419	0.03585612762
420	0.03582734814
421	0.03579590732
422	0.03576738116
423	0.0357389333
424	0.03571058035
425	0.03568234428
426	0.03565421651
427	0.03562623034
428	0.03559840507
429	0.03557067351
430	0.03554301201
431	0.03551545758
432	0.03548298455
433	0.03545557897
434	0.03542830258
435	0.03536971926
436	0.03534256827
437	0.03531550639
438	0.0352885166
439	0.03526162596
440	0.03523484623
441	0.03520813422
442	0.03518154158
443	0.03502090571
444	0.03499435456
445	0.03496304882
446	0.03493662369
447	0.03491028032
448	0.03488404944
449	0.03485789657
450	0.03483183545
451	0.03480593545
452	0.03478014153
453	0.0347544102
454	0.03472875095
455	0.03470320761
456	0.03467774492
457	0.03465236427
458	0.03462243064
459	0.03459727643
460	0.03457219539
461	0.03454717679
462	0.03452225111
463	0.0344974292
464	0.03447267107
465	0.03444802463
466	0.03442353462
467	0.03438749074
468	0.03433383751
469	0.03430938151
470	0.0342805617
471	0.03425622231
472	0.03423198532
473	0.03420781296
474	0.03418373796
475	0.0341598242
476	0.03413598972
477	0.03411221579
478	0.03396360752
479	0.03393979894
480	0.03391609124
481	0.03389248272
482	0.03386895539
483	0.03384554508
484	0.03381790584
485	0.03379462819
486	0.03377140068
487	0.03374825904
488	0.03372521262
489	0.0337022725
490	0.03367939485
491	0.03365664508
492	0.03363397214
493	0.03361135988
494	0.03358881281
495	0.03356636193
496	0.03353988067
497	0.03351758045
498	0.03349535258
499	0.03347322309
500	0.03345116673
501	0.03342916626
502	0.03340723825
503	0.03338540185
504	0.03336366194
505	0.03322613998
506	0.03320437121
507	0.03318271737
508	0.03316113012
509	0.03313566679
510	0.03311416884
511	0.03309275269
512	0.033071424
